title,id,release_date,vote_average
The Warrior's Way,46528,2010-12-01,6.55
The Stepfather,25155,1987-01-23,6.5
Something Wild,11300,1986-11-07,6.5
The Mighty Ducks,10414,1992-10-02,6.5
Nell,1945,1994-12-23,6.5
Proximity,693158,2020-05-15,6.549
King Arthur: Legend of the Sword,274857,2017-05-10,6.549
Funny Games,8461,2008-03-14,6.5
The Quick and the Dead,12106,1995-02-09,6.5
Nothing to Lose,11676,1997-07-18,6.5
Stripes,10890,1981-06-26,6.548
Dinosaur,10567,2000-05-19,6.548
Fragile,11348,2005-10-14,6.547
Dan in Real Life,7211,2007-10-26,6.5
The Girl with All the Gifts,375366,2016-09-23,6.5
Avalon,10881,2001-01-20,6.5
Hot Shots! Part Deux,9255,1993-05-21,6.546
Blind Fury,19124,1989-08-17,6.5
The Tigger Movie,15655,2000-02-11,6.5
Calendar Girls,8696,2003-09-02,6.545
The Man with the Iron Heart,339259,2017-05-25,6.544
Kong: Skull Island,293167,2017-03-08,6.544
The Homesman,264656,2014-05-18,6.544
The Faculty,9276,1998-12-25,6.5
Paranoid Park,1990,2007-07-12,6.544
Jurassic World: Fallen Kingdom,351286,2018-06-06,6.543
The Muppets Take Manhattan,11899,1984-06-27,6.543
MouseHunt,6283,1997-12-19,6.5
The Hobbit,1362,1977-11-27,6.543
The Lost World: Jurassic Park,330,1997-05-23,6.544
Baghead,845783,2023-12-28,6.5
Rambo: Last Blood,522938,2019-09-19,6.543
Wish I Was Here,231576,2014-07-18,6.542
The Conspirator,60309,2011-04-15,6.542
Raise Your Voice,14024,2004-08-10,6.5
Bad Santa,10147,2003-11-26,6.542
Causeway,595586,2022-10-28,6.542
Escape Room: Tournament of Champions,585216,2021-07-01,6.541
Mistress America,309245,2015-08-14,6.541
Dead Snow 2: Red vs. Dead,241842,2014-02-12,6.541
Bubba Ho-tep,9707,2002-06-09,6.541
Lionheart,9399,1990-06-07,6.541
Slither,9035,2006-03-31,6.5
DragonHeart,8840,1996-05-31,6.541
The Lost Daughter,554230,2021-12-15,6.541
Who You Think I Am,544404,2019-02-27,6.54
Escape Room,522681,2019-01-03,6.54
Joy,274479,2015-12-24,6.54
Hippocrates,271724,2014-09-03,6.54
Mr. Turner,245700,2014-10-31,6.54
Boundin',13062,2003-11-04,6.5
Sudden Impact,10650,1983-12-08,6.5
K-19: The Widowmaker,8665,2002-07-19,6.5
The Witches of Eastwick,6069,1987-06-12,6.5
A Perfect Murder,1965,1998-06-05,6.5
Paradise,1140066,2023-06-24,6.542
2 Guns,136400,2013-08-02,6.5
Slayers Return,125521,1996-08-03,6.539
The Iceman,68812,2012-09-01,6.539
Lou,429473,2022-09-23,6.5
L'allenatore nel pallone,39371,1984-10-26,6.538
May,10894,2003-04-11,6.5
The Fox and the Child,5139,2007-12-27,6.5
The Day After Tomorrow,435,2004-05-26,6.5
Scouts Guide to the Zombie Apocalypse,273477,2015-10-23,6.537
It's a Boy Girl Thing,37725,2006-07-15,6.537
Return,1198870,,6.5
Ghostbusters: Frozen Empire,967847,2024-03-20,6.536
Super,45132,2010-11-26,6.5
The Karate Kid,38575,2010-06-10,6.536
The Man Without a Face,10502,1993-08-25,6.536
Grandma's Boy,9900,2006-01-06,6.536
The Running Man,865,1987-11-13,6.536
Lost Bullet 2,948276,2022-11-10,6.535
Seoul Station,389868,2016-08-17,6.5
Ghost Town,12797,2008-09-19,6.535
Event Horizon,8413,1997-08-15,6.535
Charlie Wilson's War,6538,2007-12-19,6.535
Jarhead: Law of Return,635744,2019-10-01,6.5
He's All That,347626,2021-08-27,6.535
Cinderella III: A Twist in Time,16119,2007-02-06,6.5
Dragonfly,10052,2002-02-22,6.5
Phantasm,9638,1979-03-28,6.5
Welcome to Marwen,351044,2018-12-21,6.533
Halloweentown High,34560,2004-10-08,6.533
Undisputed,15070,2002-07-17,6.533
Weird Science,11814,1985-08-01,6.533
Regarding Henry,11364,1991-07-10,6.5
Asterix vs. Caesar,8868,1985-03-06,6.5
Twister,664,1996-05-10,6.5
Falling Inn Love,623195,2019-08-29,6.5
Shaft,486131,2019-06-14,6.532
Red Sparrow,401981,2018-02-28,6.532
The Water Horse,54318,2007-12-25,6.5
True Crime,10354,1999-03-19,6.532
The American President,9087,1995-11-17,6.5
Miss Congeniality,1493,2000-12-22,6.533
Ramona and Beezus,38843,2010-07-23,6.5
Small Soldiers,11551,1998-07-10,6.5
Apt Pupil,9445,1998-10-23,6.531
Saving Grace,2360,2000-01-24,6.531
Tarot,719221,2024-05-01,6.53
Being the Ricardos,517088,2021-12-10,6.53
The Son of Bigfoot,413644,2017-07-26,6.5
Killer Joe,73567,2012-06-07,6.53
Harold & Kumar Go to White Castle,11282,2004-07-02,6.5
Dragon Hunters,10800,2008-03-19,6.5
Kiss the Girls,9437,1997-09-29,6.53
A Good Doctor,613349,2019-12-11,6.5
Spenser Confidential,581600,2020-03-06,6.529
Turbo Kid,310135,2015-08-14,6.529
Truth,300693,2015-10-16,6.5
What a Beautiful Day,53319,2011-01-05,6.529
Tales from Earthsea,37933,2006-07-29,6.529
Annie,15739,1982-05-21,6.529
The Love Bug,14136,1968-12-23,6.5
The Chronicles of Riddick,2789,2004-06-11,6.5
For Your Eyes Only,699,1981-06-24,6.531
Return to Nim's Island,172386,2013-03-15,6.5
Underworld: Rise of the Lycans,12437,2009-01-22,6.529
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,11624,1972-08-06,6.528
The Postman Always Rings Twice,11027,1981-03-20,6.5
Penguins of Madagascar,270946,2014-11-22,6.5
RED 2,146216,2013-07-18,6.527
The Company Men,44129,2010-10-21,6.527
Cry-Baby,9768,1990-04-06,6.5
Hollywood Ending,9689,2002-05-03,6.527
The Secret of Moonacre,18032,2009-02-06,6.526
Awake,13483,2007-11-28,6.5
The Living Daylights,708,1987-06-29,6.5
Luckiest Girl Alive,799546,2022-09-30,6.527
City Hunter,469274,2019-02-06,6.525
Irrational Man,282984,2015-07-17,6.525
Men in Black 3,41154,2012-05-23,6.525
The Mechanic,27582,2011-01-13,6.525
LOL (Laughing Out Loud),21861,2009-02-04,6.525
Wanted,8909,2008-06-19,6.525
The Curse of Bridge Hollow,864959,2022-10-14,6.524
Little Monsters,503125,2019-08-29,6.524
Godzilla: City on the Edge of Battle,492719,2018-05-18,6.5
Pitch Perfect 3,353616,2017-12-20,6.526
Epic,116711,2013-05-15,6.524
Romantics Anonymous,51991,2010-12-22,6.524
Detective Dee and the Mystery of the Phantom Flame,48492,2010-09-18,6.5
In Hell,19277,2003-11-24,6.5
Looking for Eric,18898,2009-05-27,6.524
Save the Last Dance,9816,2001-01-12,6.524
The Jane Austen Book Club,5951,2007-09-09,6.5
The Cellar,758724,2022-03-25,6.522
I Still See You,448095,2018-09-27,6.522
Radius,436274,2017-07-17,6.5
Alpha,399360,2018-08-17,6.524
Suicide Club,12720,2001-10-29,6.5
The Informer,466081,2019-08-30,6.523
The Mermaid,381890,2016-02-08,6.523
The Whole Truth,331583,2016-03-25,6.52
Thor: The Dark World,76338,2013-10-30,6.521
I'm Not There,3902,2007-10-01,6.5
The People Under the Stairs,13122,1991-11-01,6.5
Bolt,13053,2008-11-21,6.52
Thank You for Your Service,347629,2017-10-26,6.519
The Babadook,242224,2014-05-22,6.5
Puss in Boots: The Three Diablos,83201,2012-02-07,6.5
Bridesmaids,55721,2011-05-13,6.5
Lone Wolf McQuade,14854,1983-04-15,6.5
Everybody Knows,401545,2018-05-09,6.5
The Double,146015,2014-04-03,6.518
Dragon Ball Z: The World's Strongest,39100,1990-03-10,6.518
The Blackout,574982,2019-11-21,6.517
My Friend Dahmer,445040,2017-11-03,6.5
Black Mass,261023,2015-09-17,6.517
I Spit on Your Grave,43947,2010-06-17,6.5
Doodlebug,43629,1997-01-01,6.5
Burnt,295964,2015-10-02,6.514
In the Land of Saints and Sinners,1027073,2023-10-06,6.5
Don't Listen,726208,2020-07-24,6.515
Wolf Totem,309302,2015-02-19,6.515
X-Men: Apocalypse,246655,2016-05-18,6.515
The Amazing Spider-Man 2,102382,2014-04-16,6.514
Elysium,68724,2013-08-07,6.514
High School Musical 2,13649,2007-08-17,6.514
Bambi II,13205,2006-01-26,6.5
The Sisterhood of the Traveling Pants,9779,2005-06-01,6.514
Young Guns II,9086,1990-08-01,6.5
Shazam! Fury of the Gods,594767,2023-03-15,6.51
Look Away,526051,2018-10-12,6.518
Tulip Fever,257785,2017-07-13,6.518
Frequencies,218425,2013-07-24,6.513
Freaky Friday,10330,2003-08-05,6.5
The Cotton Club,2148,1984-12-14,6.513
The Simpsons in Plusaversary,877183,2021-11-12,6.512
LEGO Star Wars Holiday Special,732670,2020-11-17,6.5
Sand Castle,390054,2017-04-21,6.5
Mother's Day,101669,2010-09-23,6.5
U.S. Marshals,11808,1998-03-06,6.5
Blindness,8338,2008-05-14,6.513
War of the Worlds,74,2005-06-13,6.512
Sputnik,594718,2020-09-08,6.5
Let's Dance,532620,2019-03-27,6.511
The Neon Demon,301365,2016-05-31,6.511
The Rebound,24122,2009-09-16,6.5
Madagascar: Escape 2 Africa,10527,2008-10-30,6.511
Rolling to You,458534,2018-03-14,6.51
Mary Poppins Returns,400650,2018-12-13,6.511
When a Man Loves a Woman,10449,1994-04-29,6.5
The Fast and the Furious: Tokyo Drift,9615,2006-06-03,6.5
Cobweb,709631,2023-07-19,6.5
Arctic,453755,2018-11-21,6.509
The Last Days of American Crime,339095,2020-06-05,6.5
7 Days in Hell,287689,2015-07-08,6.509
Time Lapse,273271,2014-05-24,6.509
Night Train to Lisbon,160139,2013-03-07,6.5
EO,785398,2022-09-30,6.5
Queenpins,628914,2021-08-26,6.508
Return,348877,1972-07-15,6.5
Obvious Child,248774,2014-06-06,6.5
Rio 2,172385,2014-03-19,6.5
The Hunting Party,5353,2007-09-03,6.5
Bride of Re-Animator,18111,1990-09-01,6.507
Cocoon: The Return,11285,1988-09-13,6.5
Live and Let Die,253,1973-06-27,6.509
Wonder Park,400157,2019-03-13,6.506
Things to Come,374465,2016-04-06,6.506
Borgman,186929,2013-05-13,6.5
All of Me,10631,1984-09-21,6.5
The Gendarme Gets Married,4729,1968-10-30,6.5
2 Fast 2 Furious,584,2003-06-05,6.505
Beverly Hills Cop II,96,1987-05-18,6.506
Revenge,14249,1990-02-16,6.5
The New World,11400,2005-12-25,6.505
Copycat,1710,1995-10-27,6.505
Bad Moms,376659,2016-07-28,6.505
Joe,157847,2014-04-11,6.504
The Pirates! In an Adventure with Scientists!,72197,2012-03-12,6.5
It's Complicated,22897,2009-12-23,6.506
Tideland,11559,2005-09-09,6.5
Forgetting Sarah Marshall,9870,2008-04-17,6.504
Tag,340176,2015-05-11,6.5
The Ugly Truth,20943,2009-07-24,6.5
Joy Ride,10866,2001-10-05,6.5
Star Trek: Generations,193,1994-11-18,6.5
Operation Fortune: Ruse de Guerre,739405,2023-01-04,6.501
Experimenter,309299,2015-10-16,6.502
Restless,47760,2011-09-16,6.502
Osmosis Jones,12610,2001-08-10,6.501
Pokémon 3: The Movie,10991,2000-07-08,6.5
The Money Pit,10466,1986-03-26,6.5
Four Flies on Grey Velvet,30689,1971-12-17,6.501
Cliffhanger,9350,1993-05-28,6.501
Snake Eyes: G.I. Joe Origins,568620,2021-07-22,6.5
Mulan II,12242,2004-11-03,6.499
A Rainy Day in New York,475303,2019-07-26,6.5
Scary Stories to Tell in the Dark,417384,2019-08-08,6.499
Where the Wild Things Are,16523,2009-10-16,6.5
Death to 2020,773655,2020-12-27,6.498
The Lost City,752623,2022-03-24,6.498
Renfield,649609,2023-04-07,6.498
The Eyes of Tammy Faye,601470,2021-09-17,6.498
The Translators,477018,2019-12-20,6.492
Return,464446,2015-07-04,6.498
Love at First Fight,270343,2014-08-20,6.498
The Lorax,73723,2012-03-01,6.498
Blue Streak,11001,1999-09-17,6.5
Basic,10782,2003-04-18,6.498
Operation Mincemeat,661231,2022-04-01,6.497
A Man in a Hurry,467482,2018-11-07,6.5
From Beyond,14510,1986-10-24,6.497
Horton Hears a Who!,12222,2008-03-03,6.497
Subway,10656,1985-04-10,6.5
Flatliners,1551,1990-08-10,6.5
Swimming Pool,302,2003-05-21,6.5
The Taking of Deborah Logan,297608,2014-10-21,6.496
The Deep End of the Ocean,30943,1999-03-12,6.496
Arthur,13665,1981-07-17,6.5
The Lego Ninjago Movie,274862,2017-09-21,6.496
Magic in the Moonlight,229297,2014-07-25,6.495
The Grifters,18129,1990-08-08,6.5
The Santa Clause,11395,1994-11-11,6.495
Courage Under Fire,10684,1996-07-04,6.495
Analyze This,9535,1999-03-05,6.495
My Big Fat Greek Wedding,8346,2002-04-19,6.494
U-571,3536,2000-04-20,6.494
Flashdance,535,1983-04-14,6.5
The Invisible Guardian,392207,2017-03-03,6.493
The Tearsmith,1127166,2024-04-03,6.496
Da 5 Bloods,581859,2020-06-12,6.5
Honest Thief,553604,2020-09-03,6.492
Holiday in the Wild,531438,2019-11-06,6.5
The Bookshop,444539,2017-11-10,6.493
Widows,401469,2018-11-06,6.5
Confessions of a Brazilian Call Girl,58235,2011-02-25,6.492
School Ties,14684,1992-09-18,6.5
"Angus, Thongs and Perfect Snogging",12689,2008-07-25,6.5
Act of Valor,75674,2012-02-24,6.5
The Game Plan,13680,2007-09-28,6.5
Heavy Metal,11827,1981-08-07,6.5
Mr. Nice Guy,10622,1997-01-31,6.5
Ricky Stanicky,1022690,2024-02-21,6.49
Mortal,489326,2020-02-28,6.49
Hell House LLC,359246,2015-10-16,6.489
It Takes Two,33689,1995-11-17,6.5
TRON: Legacy,20526,2010-12-14,6.49
Scream 2,4233,1997-12-12,6.49
Under the Shadow,375012,2016-09-30,6.489
Hardball,20857,2001-09-14,6.5
Kingpin,11543,1996-07-04,6.5
Forever Young,10326,1992-12-16,6.5
Forever Young,10326,1992-12-16,6.5
Watcher,807356,2022-06-03,6.489
Armageddon Time,615952,2022-10-28,6.489
Mac & Devin Go to High School,104859,2012-07-03,6.5
Dobermann,10347,1997-06-18,6.488
Critters,3980,1986-04-11,6.488
Before I Wake,301804,2016-04-07,6.487
Safe,72387,2012-04-16,6.487
Colors,10126,1988-04-15,6.5
Big Daddy,9032,1999-06-25,6.5
Smokin' Aces,7516,2006-12-09,6.487
Secret Headquarters,791155,2022-08-12,6.486
When Mom Is Away,575100,2019-02-07,6.5
The United States of Leland,13573,2003-05-15,6.5
Sleeping with the Enemy,7442,1991-01-13,6.5
Host,723072,2020-12-04,6.485
The Last House on the Left,18405,2009-03-13,6.5
Wedding Crashers,9522,2005-07-13,6.485
New Order,575446,2020-10-22,6.5
Master Z: Ip Man Legacy,450001,2018-12-20,6.484
The Hangover Part II,45243,2011-05-25,6.484
Return to Never Land,16690,2002-02-14,6.5
The Beach,1907,2000-02-03,6.484
God Willing,335051,2015-04-09,6.5
Role Models,15373,2008-11-07,6.5
The Watchers,1086747,2024-06-06,6.477
Mowgli: Legend of the Jungle,407436,2018-11-25,6.482
Fifty Shades Darker,341174,2017-02-08,6.483
Quartet,121826,2012-12-26,6.482
Confessions of a Shopaholic,20048,2009-02-05,6.483
Super Fuzz,11333,1980-09-18,6.482
Alibi.com,398929,2017-02-15,6.481
A Royal Night Out,300155,2015-05-14,6.5
She's Out of My League,34016,2010-03-11,6.481
Assassins,9691,1995-10-06,6.5
Rush Hour 3,5174,2007-08-08,6.481
The Salvation,266285,2014-05-22,6.48
Before I Go to Sleep,204922,2014-09-03,6.5
Air Force One,9772,1997-07-25,6.5
Asteroid City,747188,2023-06-08,6.48
Young & Beautiful,184314,2013-08-21,6.482
A Midsummer Night's Sex Comedy,8288,1982-07-16,6.479
Nacho Libre,9353,2006-06-16,6.478
Reservation Road,8954,2007-09-13,6.5
Stalingrad,203793,2013-10-09,6.477
Gremlins 2: The New Batch,928,1990-06-15,6.477
We Have a Ghost,852096,2023-02-24,6.475
What's Your Number?,63492,2011-09-30,6.476
Bride & Prejudice,57825,2004-02-11,6.5
StreetDance 3D,41592,2010-05-19,6.5
Naked Gun 33⅓: The Final Insult,36593,1994-03-18,6.476
Big Nothing,9843,2006-12-01,6.476
Paris,8279,2008-02-20,6.5
A Guide to Recognizing Your Saints,8194,2006-09-29,6.5
Get Shorty,8012,1995-10-20,6.476
Anna,227700,2013-10-13,6.475
A Most Wanted Man,157849,2014-07-25,6.475
Grumpier Old Men,15602,1995-12-22,6.475
The Village,6947,2004-07-30,6.5
Shoot 'Em Up,4141,2007-07-26,6.5
Star Trek: The Motion Picture,152,1979-12-07,6.476
Like a Cat on a Highway,492282,2017-12-28,6.474
The Wedding Ringer,252838,2015-01-16,6.474
Fair Game,38363,2010-05-20,6.474
Mindhunters,16617,2004-05-07,6.474
Eagle Eye,13027,2008-09-25,6.5
Hustlers,540901,2019-09-12,6.473
The Under-Gifted,60175,1980-04-30,6.473
Safe House,59961,2012-02-08,6.473
Pokémon 4Ever,12600,2001-07-06,6.5
The Prophecy,11980,1995-08-05,6.473
The Man from Toronto,667739,2022-12-23,6.472
Stakeout,10859,1987-08-05,6.5
In & Out,10806,1997-09-10,6.5
The Rocketeer,10249,1991-06-21,6.5
Things to Do in Denver When You're Dead,400,1995-12-01,6.472
Judgment Night,6,1993-10-15,6.5
Lamb,788929,2021-08-12,6.471
Meg 2: The Trench,615656,2023-08-02,6.47
All the Money in the World,446791,2017-12-21,6.471
Super Dark Times,396940,2017-09-29,6.471
The Devil Conspiracy,296271,2023-01-13,6.471
"Men, Women & Children",243684,2014-10-17,6.471
These Final Hours,199575,2014-07-31,6.471
Lift,955916,2024-01-10,6.468
The Mystery of Henri Pick,566454,2019-03-06,6.47
Godzilla: The Planet Eater,536115,2018-11-09,6.5
Revenge,467938,2018-02-07,6.5
Them Who?,369230,2015-11-19,6.47
Middle Men,38842,2009-05-17,6.47
Just One of the Guys,24548,1985-04-26,6.469
Police Story 4: First Strike,9404,1996-02-10,6.5
The Ninth Gate,622,1999-08-25,6.469
Despicable Me 3,324852,2017-06-15,6.469
Mr. Holmes,280996,2015-06-19,6.468
Green Zone,22972,2010-03-11,6.5
Miller's Girl,1026436,2024-01-18,6.468
Some Like It Rare,730769,2021-09-10,6.466
Deerskin,582883,2019-06-19,6.467
Mr. Right,333385,2016-02-29,6.467
Genius,267192,2016-06-10,6.467
Mad Money,12085,2008-01-17,6.467
Tommy,11326,1975-03-19,6.5
G.I. Jane,4421,1997-08-19,6.467
The Perfect Storm,2133,2000-06-29,6.467
Chennai Express,205022,2013-08-08,6.5
White House Down,117251,2013-06-27,6.466
Pontypool,23963,2009-03-06,6.466
The Manchurian Candidate,14462,2004-07-30,6.5
Toy Soldiers,10750,1991-04-24,6.5
Last Action Hero,9593,1993-06-18,6.5
Jeepers Creepers,8922,2001-07-01,6.467
L.A. Story,2107,1991-02-08,6.5
Freelance,897087,2023-10-05,6.465
Ticket to Paradise,800939,2022-09-08,6.465
Haunted Mansion,616747,2023-07-26,6.466
Psycho II,10576,1983-06-03,6.5
The Christmas Chronicles: Part Two,654028,2020-11-18,6.464
Spree,653598,2020-08-14,6.464
Calibre,474051,2018-06-22,6.464
Warm Bodies,82654,2013-01-31,6.464
The Disappearance of Alice Creed,38542,2009-09-12,6.464
Saved!,13193,2004-06-11,6.5
For Love of the Game,10390,1999-09-17,6.5
Woman of the Hour,835113,2024-10-03,6.45
Dry,797840,2022-09-29,6.463
Offering to the Storm,673174,2020-07-24,6.463
Spectral,324670,2016-12-09,6.465
Macbeth,225728,2015-09-22,6.463
Sydney White,10760,2007-09-21,6.463
The Idiots,452,1998-04-28,6.5
The Perfection,529962,2018-09-20,6.462
Ice Age: A Mammoth Christmas,79218,2011-11-24,6.5
Twilight Zone: The Movie,15301,1983-06-24,6.5
Bring It On: In It to Win It,15261,2007-10-29,6.5
Father of the Bride,11846,1991-12-20,6.5
Oculus,157547,2013-09-08,6.461
The Twilight Saga: Breaking Dawn - Part 2,50620,2012-11-13,6.461
Dragon Ball Z: The Return of Cooler,39103,1992-03-07,6.5
The Runaways,27586,2010-03-19,6.5
Instinct,12117,1999-06-04,6.461
The Secret of My Success,10021,1987-04-10,6.5
The Meyerowitz Stories (New and Selected),396398,2017-05-21,6.461
Dragon Ball Z: Lord Slug,39102,1991-03-19,6.46
Stir Crazy,21629,1980-12-12,6.5
Imperium,374617,2016-08-19,6.459
Let's Be Cops,193893,2014-08-13,6.459
Little Giants,20726,1994-10-14,6.5
Summer of Sam,10279,1999-06-28,6.5
Project Power,605116,2020-08-14,6.5
Olaf's Frozen Adventure,460793,2017-10-27,6.5
Ghost Stories,429417,2018-01-20,6.5
8MM,8224,1999-02-26,6.5
The Silencing,603119,2020-07-18,6.457
Rampage,427641,2018-04-11,6.458
Louder Than Bombs,157827,2015-10-01,6.457
Scream 4,41446,2011-04-13,6.457
Maniac,27346,1980-05-10,6.457
Robots,9928,2005-03-10,6.457
Bean,1281,1997-07-03,6.5
The Killer,970347,2024-08-22,6.466
BLAME!,409421,2017-05-20,6.456
Café Society,339397,2016-05-11,6.458
Blue Lagoon: The Awakening,115290,2012-06-16,6.456
Lucy,240832,2014-07-25,6.455
The Uninvited,14254,2009-01-30,6.455
Flightplan,9315,2005-09-22,6.456
The Perfect Date,543540,2019-04-12,6.454
Paulette,159121,2012-10-04,6.5
My Bloody Valentine,39874,1981-02-11,6.5
Hey Arnold! The Movie,17710,2002-06-28,6.5
Tango & Cash,9618,1989-12-22,6.5
Private Parts,9403,1997-03-07,6.454
Jackie,376866,2016-12-02,6.5
The Adventures of Ichabod and Mr. Toad,13465,1949-10-05,6.453
A Civil Action,9422,1998-12-25,6.453
Time Is Up,763148,2021-09-09,6.451
A Futile and Stupid Gesture,391710,2018-01-24,6.452
Attack the Block,59678,2011-05-12,6.452
Fantozzi Still Suffers,26285,1983-12-22,6.5
Freeway,11229,1996-08-23,6.452
Made of Honor,10761,2008-04-30,6.5
The Rundown,10159,2003-09-26,6.5
You Are So Not Invited to My Bat Mitzvah,999644,2023-08-18,6.451
Borat Subsequent Moviefilm,740985,2020-10-23,6.451
Return of the Tooth Fairy,708336,2020-06-15,6.451
Return,670355,2020-01-28,6.451
The Kill Team,489245,2019-10-17,6.45
The Aftermath,433502,2019-03-01,6.452
The Magnificent Seven,333484,2016-09-14,6.451
Liberal Arts,84306,2012-09-14,6.5
Skins,435707,2017-06-09,6.5
Grandma,309304,2015-06-04,6.451
Ella Enchanted,14442,2004-04-09,6.452
Operation Christmas Drop,738646,2020-11-05,6.449
Revenge of the Nerds,14052,1984-07-20,6.4
What Women Want,3981,2000-12-15,6.449
The Whole Nine Yards,2069,2000-02-18,6.449
The Party 2,171,1982-12-08,6.4
Spell,621151,2020-10-30,6.448
It Boy,173185,2013-03-06,6.448
Your Sister's Sister,84355,2011-09-11,6.4
The Night Before the Exams,33365,2006-02-17,6.448
Fear,10543,1996-04-12,6.447
Surf's Up,9408,2007-06-08,6.449
The Gift,2046,2000-03-16,6.4
Guns Akimbo,457335,2020-02-27,6.447
The Boss Baby,295693,2017-03-23,6.4
Girlhood,266082,2014-10-22,6.447
Joe Kidd,14881,1972-07-19,6.447
Nick and Norah's Infinite Playlist,12182,2008-10-03,6.447
The Crime Is Mine,977506,2023-02-24,6.4
32 Malasana Street,639798,2020-01-17,6.446
Next Friday,10471,2000-01-12,6.446
The Man Who Fell to Earth,991,1976-03-18,6.446
Return,733668,,6.4
Marvel One-Shot: Item 47,119569,2012-08-29,6.445
Never Back Down 2: The Beatdown,70006,2011-09-13,6.4
Dead Silence,14001,2007-03-16,6.445
Class of 1984,11564,1982-08-20,6.4
Unhinged,625568,2020-07-16,6.444
Halloween Kills,610253,2021-10-14,6.443
Outlander,10529,2008-04-24,6.444
Everyone Says I Love You,9716,1996-12-06,6.4
The Man Who Knew Too Much,8208,1934-12-01,6.4
The Personal History of David Copperfield,520900,2019-11-07,6.443
Headshot,403605,2016-09-24,6.44
Behind the Mask: The Rise of Leslie Vernon,10961,2006-08-29,6.443
Fido,10288,2006-09-07,6.4
The Chronicles of Narnia: The Voyage of the Dawn Treader,10140,2010-12-02,6.443
Casanova,9681,2005-12-25,6.4
The Man with the Golden Gun,682,1974-12-04,6.445
Life,395992,2017-03-22,6.4
Return,320367,2015-01-01,6.437
The Indian in the Cupboard,11359,1995-07-14,6.442
